Fondo,Fecha,Valor
111,6/2/16,0
111,9/2/16,0
111,12/2/16,0
111,1/15/17,1.13242186
111,4/9/17,0.924416
111,7/12/17,1.44923637
111,10/9/17,1.35711686
111,1/10/18,1.32362661
111,4/8/18,1.371445
111,7/8/18,1.42216188
111,4/7/19,1.32743667
111,7/11/19,1.3982657
111,10/10/19,1.35
111,1/14/20,1.32
111,4/13/20,1.32
