Fondo,Fecha,Valor
111,6/7/16,102.497031
111,6/8/16,102.4457519
111,6/9/16,102.619678
111,6/10/16,102.8802717
111,6/11/16,102.9026995
111,6/12/16,102.9251255
111,6/13/16,102.9383775
111,6/14/16,102.7511436
111,6/15/16,102.847346
111,6/16/16,102.7732105
111,6/17/16,102.7842102
111,6/18/16,102.8068401
111,6/19/16,102.8294684
111,6/20/16,102.82787
111,6/21/16,102.8600657
111,6/22/16,103.1626697
111,6/23/16,103.1868076
111,6/24/16,103.0709584
111,6/25/16,103.0932127
111,6/26/16,103.1154654
111,6/27/16,102.5452534
111,6/28/16,103.0406232
111,6/29/16,102.9144118
111,6/30/16,102.9505236
111,7/1/16,102.8687426
111,7/2/16,102.8915654
111,7/3/16,102.9143866
111,7/4/16,102.8982854
111,7/5/16,102.8094492
111,7/6/16,102.8537203
111,7/7/16,102.8371697
111,7/8/16,102.8275168
111,7/9/16,102.8501221
111,7/10/16,102.872726
111,7/11/16,102.8511981
111,7/12/16,102.8728439
111,7/13/16,102.8964544
111,7/14/16,102.9361828
111,7/15/16,102.982508
111,7/16/16,103.003311
111,7/17/16,103.0241126
111,7/18/16,103.0449777
111,7/19/16,103.1155714
111,7/20/16,103.1369837
111,7/21/16,103.1520424
111,7/22/16,103.182133
111,7/23/16,103.2029273
111,7/24/16,103.2237202
111,7/25/16,103.3087313
111,7/26/16,103.2469241
111,7/27/16,103.1641402
111,7/28/16,103.3034827
111,7/29/16,103.3028156
111,7/30/16,103.3248623
111,7/31/16,103.3458776
111,8/1/16,103.364388
111,8/2/16,103.3758661
111,8/3/16,103.3811445
111,8/4/16,103.3771981
111,8/5/16,103.4092703
111,8/6/16,103.4322551
111,8/7/16,103.4552384
111,8/8/16,103.5364274
111,8/9/16,103.5922183
111,8/10/16,103.6000576
111,8/11/16,103.6191522
111,8/12/16,103.6017764
111,8/13/16,103.624746
111,8/14/16,103.6477141
111,8/15/16,103.6230261
111,8/16/16,103.6459929
111,8/17/16,103.7008615
111,8/18/16,103.768588
111,8/19/16,103.651424
111,8/20/16,103.6741777
111,8/21/16,103.69693
111,8/22/16,103.749554
111,8/23/16,103.7539772
111,8/24/16,103.7455071
111,8/25/16,103.7346848
111,8/26/16,103.8042696
111,8/27/16,103.8308101
111,8/28/16,103.8573492
111,8/29/16,103.8716609
111,8/30/16,103.8191699
111,8/31/16,103.8505873
111,9/1/16,103.7822134
111,9/2/16,103.8718577
111,9/3/16,103.8965843
111,9/4/16,103.9213094
111,9/5/16,103.949697
111,9/6/16,103.9375241
111,9/7/16,103.8092777
111,9/8/16,103.8596269
111,9/9/16,103.8377709
111,9/10/16,103.861279
111,9/11/16,103.8847861
111,9/12/16,103.9018361
111,9/13/16,103.9200211
111,9/14/16,103.923368
111,9/15/16,103.7835235
111,9/16/16,103.7615487
111,9/17/16,103.7876005
111,9/18/16,103.8136509
111,9/19/16,103.8556618
111,9/20/16,103.8555946
111,9/21/16,103.8505777
111,9/22/16,103.8957002
111,9/23/16,103.9851648
111,9/24/16,104.0084096
111,9/25/16,104.0316534
111,9/26/16,103.9830531
111,9/27/16,103.7958952
111,9/28/16,103.972038
111,9/29/16,103.9497625
111,9/30/16,103.3787121
111,10/1/16,103.4058878
111,10/2/16,103.4262354
111,10/3/16,103.4495725
111,10/4/16,103.7143264
111,10/5/16,103.7070324
111,10/6/16,103.7361558
111,10/7/16,103.6730608
111,10/8/16,103.6910962
111,10/9/16,103.7091304
111,10/10/16,103.9374723
111,10/11/16,103.8230082
111,10/12/16,103.819239
111,10/13/16,103.8466838
111,10/14/16,103.9008345
111,10/15/16,103.9215182
111,10/16/16,103.9422007
111,10/17/16,103.8897662
111,10/18/16,103.9114929
111,10/19/16,104.0611167
111,10/20/16,104.0475452
111,10/21/16,104.0562525
111,10/22/16,104.0721172
111,10/23/16,104.0879811
111,10/24/16,104.12243
111,10/25/16,104.1101072
111,10/26/16,104.0343192
111,10/27/16,104.1447585
111,10/28/16,104.1249879
111,10/29/16,104.1762755
111,10/30/16,104.2275604
111,10/31/16,104.1945408
111,11/1/16,104.2313995
111,11/2/16,104.1725388
111,11/3/16,104.1676297
111,11/4/16,104.2166046
111,11/5/16,104.242003
111,11/6/16,104.2674024
111,11/7/16,104.305545
111,11/8/16,104.3594142
111,11/9/16,104.2727819
111,11/10/16,104.3163802
111,11/11/16,104.3272267
111,11/12/16,104.3526455
111,11/13/16,104.3780628
111,11/14/16,104.4008799
111,11/15/16,104.4233339
111,11/16/16,104.5222311
111,11/17/16,104.4922633
111,11/18/16,104.4740628
111,11/19/16,104.4989853
111,11/20/16,104.5239064
111,11/21/16,104.5462
111,11/22/16,104.5221948
111,11/23/16,104.5556254
111,11/24/16,104.5588962
111,11/25/16,104.7255906
111,11/26/16,104.7513968
111,11/27/16,104.7772015
111,11/28/16,104.6838837
111,11/29/16,104.6983033
111,11/30/16,104.7613954
111,12/1/16,104.792617
111,12/2/16,104.7392831
111,12/3/16,104.7617302
111,12/4/16,104.7841769
111,12/5/16,104.7737219
111,12/6/16,104.8335706
111,12/7/16,104.9167806
111,12/8/16,104.8747965
111,12/9/16,104.8764711
111,12/10/16,104.8983268
111,12/11/16,104.9201814
111,12/12/16,104.9035551
111,12/13/16,104.8785497
111,12/14/16,104.9401509
111,12/15/16,104.8980703
